idade,horas_estudo_por_dia,frequencia_percentual,escolaridade_dos_pais,nota_matematica,nota_ciencias,nota_ingles,media_ano_anterior,percentual_final
17,5.6,90.0,Graduate,94.0,37.0,62.0,47.0,64.33
17,3.4,63.0,Postgraduate,52.0,84.0,95.0,48.0,77.0
14,5.1,87.0,Postgraduate,98.0,52.0,,89.0,75.67
16,5.5,97.0,Graduate,48.0,90.0,96.0,54.0,78.0
18,,,Graduate,93.0,65.0,57.0,94.0,71.67
19,3.3,75.0,Postgraduate,100.0,60.0,83.0,90.0,81.0
17,3.9,62.0,High School,76.0,93.0,92.0,,87.0
19,2.6,,High School,57.0,45.0,69.0,40.0,57.0
16,1.8,58.0,Graduate,97.0,58.0,45.0,86.0,66.67
18,5.9,53.0,Postgraduate,72.0,68.0,95.0,43.0,78.33
15,,82.0,Postgraduate,43.0,65.0,60.0,64.0,56.0
16,1.7,67.0,,67.0,70.0,97.0,47.0,78.0
16,3.7,,Graduate,60.0,88.0,,92.0,66.67
17,5.8,78.0,High School,78.0,72.0,87.0,66.0,79.0
19,5.0,82.0,High School,99.0,78.0,96.0,45.0,91.0
17,5.5,90.0,High School,67.0,78.0,87.0,81.0,77.33
16,3.5,61.0,High School,48.0,86.0,87.0,56.0,73.67
18,2.9,63.0,Postgraduate,60.0,42.0,90.0,60.0,64.0
15,1.7,81.0,Postgraduate,97.0,98.0,44.0,94.0,79.67
18,2.1,,High School,43.0,78.0,55.0,47.0,58.67
16,4.0,93.0,Graduate,100.0,92.0,73.0,51.0,88.33
16,3.5,62.0,High School,75.0,,42.0,,56.67
14,1.2,66.0,High School,89.0,94.0,,76.0,92.0
15,2.4,54.0,High School,66.0,86.0,36.0,61.0,62.67
14,,80.0,High School,51.0,96.0,83.0,,76.67
19,4.8,85.0,High School,90.0,60.0,97.0,52.0,82.33
19,3.3,81.0,High School,41.0,99.0,59.0,47.0,66.33
14,2.0,52.0,High School,98.0,80.0,79.0,94.0,85.67
14,1.5,,Graduate,39.0,65.0,,72.0,55.33
19,,96.0,High School,76.0,49.0,,68.0,63.33
15,4.7,54.0,,78.0,79.0,96.0,42.0,84.33
18,3.1,89.0,Graduate,77.0,68.0,77.0,,74.0
19,5.5,69.0,Graduate,51.0,,,92.0,79.33
16,0.6,96.0,High School,73.0,100.0,70.0,51.0,81.0
19,1.7,90.0,Graduate,81.0,92.0,91.0,61.0,88.0
15,2.7,96.0,Postgraduate,88.0,70.0,76.0,85.0,78.0
15,0.7,73.0,Graduate,41.0,,99.0,79.0,66.33
16,0.6,,Graduate,38.0,89.0,66.0,68.0,64.33
18,0.8,79.0,Graduate,92.0,,,93.0,75.0
14,4.1,72.0,High School,97.0,59.0,,48.0,71.0
14,5.5,77.0,Postgraduate,,88.0,64.0,91.0,81.33
15,0.8,79.0,Postgraduate,45.0,98.0,54.0,87.0,65.67
18,4.6,94.0,,37.0,81.0,43.0,77.0,53.67
17,1.8,88.0,Postgraduate,63.0,93.0,41.0,69.0,65.67
18,5.6,79.0,Graduate,76.0,39.0,46.0,84.0,53.67
16,1.1,68.0,Postgraduate,99.0,71.0,87.0,43.0,85.67
15,2.9,63.0,Graduate,86.0,55.0,64.0,90.0,68.33
19,4.0,57.0,Postgraduate,56.0,73.0,44.0,,57.67
18,0.6,96.0,High School,57.0,87.0,54.0,61.0,66.0
19,4.2,,High School,49.0,99.0,97.0,65.0,81.67
16,0.6,88.0,High School,70.0,92.0,59.0,61.0,73.67
17,2.2,83.0,Graduate,76.0,99.0,,94.0,82.0
15,2.9,66.0,Graduate,94.0,93.0,47.0,47.0,78.0
17,3.7,,High School,90.0,98.0,66.0,82.0,84.67
16,2.7,65.0,Postgraduate,58.0,,92.0,81.0,76.67
16,2.3,74.0,Graduate,,,37.0,81.0,57.33
14,4.7,81.0,Postgraduate,74.0,42.0,55.0,,57.0
19,1.8,91.0,Postgraduate,54.0,99.0,76.0,72.0,76.33
17,3.0,94.0,Postgraduate,66.0,71.0,72.0,,69.67
16,4.0,57.0,High School,42.0,89.0,66.0,92.0,65.67
14,4.3,60.0,Graduate,89.0,40.0,98.0,40.0,75.67
16,3.0,75.0,Graduate,42.0,93.0,69.0,45.0,68.0
16,5.6,96.0,,42.0,42.0,99.0,53.0,61.0
15,2.0,88.0,Postgraduate,78.0,82.0,65.0,91.0,75.0
15,5.4,78.0,Graduate,54.0,63.0,57.0,55.0,58.0
17,,71.0,Graduate,36.0,68.0,45.0,49.0,49.67
15,5.8,75.0,High School,,74.0,66.0,64.0,70.0
17,,81.0,Postgraduate,76.0,,54.0,82.0,68.0
19,4.8,67.0,High School,68.0,58.0,73.0,58.0,66.33
19,5.1,76.0,Postgraduate,37.0,72.0,,83.0,68.67
14,5.2,77.0,High School,58.0,52.0,61.0,90.0,57.0
15,3.1,96.0,Graduate,99.0,36.0,76.0,90.0,70.33
16,0.9,97.0,Postgraduate,87.0,78.0,41.0,52.0,68.67
15,3.4,85.0,Graduate,,87.0,90.0,71.0,71.0
18,0.8,60.0,Postgraduate,92.0,87.0,86.0,79.0,88.33
14,1.4,66.0,High School,49.0,86.0,36.0,,57.0
18,1.8,,,48.0,,99.0,75.0,63.33
17,1.6,58.0,Postgraduate,42.0,95.0,35.0,87.0,57.33
15,3.0,89.0,Postgraduate,46.0,84.0,90.0,53.0,73.33
16,1.5,87.0,Graduate,64.0,75.0,72.0,78.0,70.33
17,,79.0,High School,53.0,87.0,65.0,76.0,68.33
17,6.0,87.0,,96.0,87.0,88.0,50.0,90.33
19,5.2,59.0,,38.0,85.0,83.0,73.0,68.67
17,3.7,71.0,Graduate,50.0,81.0,55.0,84.0,62.0
18,4.5,87.0,Postgraduate,,61.0,,85.0,54.67
17,5.2,86.0,High School,87.0,80.0,78.0,43.0,81.67
16,1.8,82.0,Graduate,39.0,100.0,58.0,41.0,65.67
17,4.9,77.0,,44.0,57.0,74.0,,58.33
16,4.9,100.0,Graduate,,,90.0,85.0,74.67
16,4.8,80.0,High School,81.0,36.0,40.0,79.0,52.33
14,2.8,54.0,Postgraduate,77.0,78.0,88.0,63.0,81.0
18,3.3,51.0,Graduate,69.0,37.0,39.0,92.0,48.33
14,0.6,56.0,Graduate,42.0,46.0,47.0,76.0,45.0
19,3.8,68.0,Graduate,60.0,76.0,70.0,77.0,68.67
17,6.0,85.0,Graduate,84.0,43.0,75.0,,67.33
15,2.6,82.0,High School,59.0,78.0,72.0,44.0,69.67
16,5.1,92.0,High School,53.0,51.0,46.0,84.0,50.0
18,2.8,50.0,Graduate,42.0,71.0,38.0,51.0,50.33
15,2.7,51.0,High School,50.0,48.0,35.0,87.0,44.33
15,4.4,60.0,High School,69.0,35.0,53.0,,52.33
18,,97.0,Graduate,69.0,47.0,37.0,89.0,51.0
19,1.1,83.0,,67.0,77.0,,80.0,71.0
18,1.3,90.0,Graduate,60.0,61.0,93.0,71.0,71.33
15,4.4,58.0,High School,77.0,75.0,57.0,67.0,69.67
15,4.3,51.0,Postgraduate,89.0,61.0,95.0,62.0,81.67
19,,79.0,High School,57.0,72.0,60.0,74.0,63.0
16,1.6,66.0,Postgraduate,47.0,42.0,42.0,40.0,43.67
16,2.1,,High School,42.0,54.0,53.0,50.0,49.67
14,5.6,80.0,Postgraduate,35.0,43.0,73.0,76.0,50.33
19,3.7,90.0,High School,93.0,48.0,85.0,,75.33
17,3.2,85.0,Postgraduate,,92.0,96.0,80.0,82.33
18,2.8,58.0,,91.0,80.0,63.0,69.0,78.0
18,4.2,55.0,Graduate,80.0,91.0,71.0,66.0,80.67
14,,78.0,Graduate,37.0,68.0,50.0,59.0,51.67
17,,58.0,Postgraduate,85.0,82.0,81.0,65.0,82.67
15,2.2,71.0,Graduate,86.0,73.0,46.0,76.0,68.33
17,3.1,73.0,Postgraduate,70.0,37.0,56.0,55.0,54.33
19,,93.0,Graduate,81.0,51.0,69.0,50.0,67.0
14,1.2,,,47.0,53.0,48.0,53.0,49.33
18,,92.0,Postgraduate,62.0,67.0,48.0,47.0,59.0
18,2.3,67.0,Graduate,89.0,71.0,62.0,81.0,74.0
14,3.3,93.0,Postgraduate,48.0,91.0,91.0,87.0,76.67
18,,62.0,Graduate,37.0,,63.0,46.0,53.0
19,0.8,58.0,Postgraduate,66.0,76.0,,79.0,80.67
18,5.1,,Postgraduate,62.0,48.0,38.0,40.0,49.33
15,5.2,84.0,Postgraduate,72.0,49.0,52.0,80.0,57.67
14,5.0,67.0,Graduate,85.0,55.0,72.0,40.0,70.67
14,1.0,93.0,Graduate,91.0,72.0,41.0,59.0,68.0
16,6.0,,Postgraduate,56.0,,40.0,64.0,52.0
17,3.9,51.0,Graduate,,48.0,42.0,75.0,61.67
18,0.9,78.0,High School,,89.0,88.0,,82.0
15,5.0,64.0,High School,,67.0,94.0,61.0,72.0
19,4.3,56.0,Postgraduate,37.0,38.0,46.0,,40.33
17,,50.0,,44.0,60.0,90.0,64.0,64.67
16,1.9,55.0,Graduate,49.0,41.0,84.0,89.0,58.0
14,4.8,92.0,High School,82.0,61.0,39.0,92.0,60.67
15,2.0,84.0,High School,,67.0,96.0,53.0,87.33
19,4.3,50.0,Graduate,72.0,79.0,,64.0,71.67
17,2.9,78.0,Postgraduate,,77.0,85.0,,79.67
18,1.7,,Postgraduate,81.0,48.0,77.0,88.0,68.67
19,1.1,67.0,Postgraduate,79.0,82.0,39.0,41.0,66.67
18,3.2,70.0,,43.0,76.0,,42.0,56.33
15,2.4,75.0,Graduate,60.0,100.0,65.0,77.0,75.0
15,4.1,78.0,Postgraduate,,79.0,63.0,71.0,75.67
18,5.3,64.0,Postgraduate,68.0,76.0,57.0,64.0,67.0
15,2.8,58.0,,77.0,49.0,49.0,82.0,58.33
17,3.9,89.0,High School,90.0,45.0,86.0,57.0,73.67
14,1.3,88.0,Postgraduate,58.0,56.0,95.0,88.0,69.67
15,,70.0,Graduate,53.0,95.0,37.0,91.0,61.67
16,0.5,67.0,Postgraduate,74.0,45.0,78.0,53.0,65.67
18,1.5,57.0,Postgraduate,69.0,57.0,62.0,85.0,62.67
18,4.4,74.0,Postgraduate,91.0,41.0,59.0,43.0,63.67
17,5.8,66.0,Postgraduate,62.0,45.0,53.0,,53.33
16,3.3,75.0,Graduate,88.0,98.0,64.0,42.0,83.33
18,4.1,79.0,Postgraduate,71.0,40.0,64.0,66.0,58.33
18,5.8,84.0,,95.0,84.0,64.0,75.0,81.0
14,3.4,65.0,Postgraduate,100.0,42.0,58.0,54.0,66.67
15,5.2,82.0,Postgraduate,85.0,43.0,44.0,55.0,57.33
14,0.5,80.0,Graduate,64.0,94.0,98.0,63.0,85.33
14,5.1,71.0,High School,99.0,68.0,,,67.33
19,2.5,57.0,High School,99.0,64.0,65.0,85.0,76.0
19,1.2,51.0,Graduate,54.0,49.0,35.0,90.0,46.0
18,2.2,95.0,Postgraduate,83.0,70.0,58.0,47.0,70.33
17,3.3,76.0,Postgraduate,53.0,37.0,90.0,66.0,60.0
17,,83.0,High School,,80.0,40.0,83.0,66.67
16,,66.0,Postgraduate,35.0,55.0,87.0,82.0,59.0
19,5.7,73.0,High School,56.0,86.0,54.0,85.0,65.33
15,3.6,61.0,Postgraduate,,89.0,59.0,94.0,80.67
14,2.0,,Graduate,88.0,,67.0,65.0,80.67
19,5.3,71.0,High School,45.0,53.0,55.0,51.0,51.0
16,3.7,,High School,82.0,94.0,59.0,84.0,78.33
18,1.1,81.0,Postgraduate,57.0,98.0,56.0,,70.33
17,2.2,65.0,,37.0,84.0,52.0,92.0,57.67
18,1.4,,High School,47.0,68.0,80.0,40.0,65.0
17,3.2,99.0,High School,66.0,92.0,65.0,,74.33
14,5.0,61.0,Graduate,98.0,97.0,89.0,70.0,94.67
14,4.6,81.0,High School,97.0,81.0,96.0,62.0,91.33
15,4.0,89.0,Postgraduate,86.0,88.0,74.0,52.0,82.67
16,5.8,77.0,Postgraduate,54.0,56.0,85.0,70.0,65.0
18,3.4,74.0,Graduate,47.0,66.0,,71.0,58.0
16,1.3,60.0,Postgraduate,41.0,89.0,64.0,66.0,64.67
17,1.5,85.0,Postgraduate,80.0,93.0,45.0,85.0,72.67
16,5.0,51.0,,75.0,98.0,77.0,41.0,83.33
16,5.4,77.0,,48.0,40.0,65.0,63.0,51.0
19,2.5,67.0,High School,89.0,71.0,73.0,73.0,77.67
14,3.3,61.0,High School,56.0,36.0,96.0,51.0,62.67
18,4.7,86.0,High School,75.0,42.0,72.0,59.0,63.0
17,3.9,82.0,Postgraduate,39.0,81.0,57.0,48.0,59.0
17,1.9,95.0,Graduate,76.0,,39.0,41.0,55.0
14,2.8,77.0,High School,93.0,69.0,99.0,68.0,87.0
17,2.7,63.0,Postgraduate,80.0,69.0,96.0,78.0,81.67
18,2.3,75.0,Graduate,86.0,56.0,38.0,60.0,60.0
16,5.1,98.0,Postgraduate,92.0,85.0,51.0,49.0,76.0
15,5.0,61.0,High School,72.0,55.0,68.0,68.0,65.0
17,6.0,84.0,Postgraduate,66.0,,60.0,75.0,57.67
17,2.1,66.0,,59.0,56.0,98.0,67.0,71.0
19,2.3,56.0,Graduate,48.0,63.0,52.0,60.0,54.33
15,0.8,68.0,Postgraduate,69.0,42.0,93.0,48.0,68.0
16,5.2,91.0,,93.0,92.0,95.0,88.0,93.33
16,4.3,69.0,Postgraduate,43.0,64.0,100.0,72.0,69.0
18,3.9,,Postgraduate,81.0,89.0,74.0,81.0,81.33
19,3.5,57.0,,75.0,58.0,77.0,73.0,70.0
18,2.8,91.0,High School,63.0,35.0,,66.0,63.67
16,5.3,83.0,Postgraduate,64.0,,94.0,94.0,78.67
15,2.2,93.0,,,41.0,41.0,58.0,50.67
18,1.1,70.0,Graduate,96.0,38.0,51.0,68.0,61.67
18,5.6,72.0,High School,66.0,65.0,64.0,54.0,65.0
17,5.1,,Graduate,92.0,59.0,44.0,93.0,65.0
15,4.3,57.0,Graduate,42.0,56.0,52.0,62.0,50.0
18,2.0,66.0,High School,54.0,38.0,,64.0,51.67
17,,50.0,Graduate,73.0,60.0,85.0,79.0,72.67
18,3.4,86.0,Postgraduate,88.0,71.0,70.0,43.0,76.33
19,,67.0,Postgraduate,,89.0,63.0,47.0,66.0
18,2.0,80.0,Postgraduate,55.0,51.0,64.0,62.0,56.67
16,4.6,68.0,Graduate,39.0,100.0,49.0,43.0,62.67
18,5.8,76.0,Postgraduate,67.0,72.0,75.0,55.0,71.33
15,4.3,69.0,Postgraduate,89.0,96.0,76.0,,87.0
16,1.1,51.0,Graduate,40.0,97.0,90.0,90.0,75.67
19,1.7,74.0,High School,53.0,70.0,74.0,64.0,65.67
18,1.8,78.0,Graduate,65.0,51.0,72.0,94.0,62.67
19,1.4,66.0,Postgraduate,81.0,68.0,63.0,87.0,70.67
16,3.3,62.0,Graduate,65.0,46.0,96.0,,69.0
18,2.4,59.0,Postgraduate,36.0,47.0,65.0,,49.33
19,0.7,,Graduate,75.0,,39.0,60.0,60.67
16,4.4,95.0,High School,57.0,51.0,,72.0,67.33
18,1.0,72.0,High School,63.0,76.0,61.0,58.0,66.67
14,3.6,78.0,Graduate,38.0,90.0,62.0,78.0,63.33
19,5.6,70.0,Postgraduate,92.0,45.0,35.0,68.0,57.33
15,4.8,68.0,High School,,36.0,61.0,76.0,57.67
18,0.7,64.0,Postgraduate,81.0,38.0,64.0,84.0,61.0
19,5.0,68.0,High School,69.0,83.0,,70.0,68.33
15,2.4,78.0,High School,69.0,85.0,96.0,45.0,83.33
18,5.1,84.0,High School,76.0,90.0,86.0,71.0,84.0
16,3.2,52.0,High School,100.0,54.0,38.0,66.0,64.0
18,2.9,70.0,Postgraduate,88.0,55.0,53.0,,65.33
15,3.3,55.0,High School,67.0,41.0,52.0,78.0,53.33
14,1.5,52.0,Graduate,60.0,66.0,85.0,76.0,70.33
16,2.7,86.0,Graduate,86.0,82.0,60.0,84.0,76.0
16,3.8,62.0,Graduate,56.0,77.0,66.0,82.0,66.33
17,0.8,95.0,Graduate,49.0,50.0,86.0,90.0,61.67
15,,78.0,Graduate,49.0,51.0,86.0,83.0,62.0
14,2.0,96.0,Postgraduate,44.0,55.0,76.0,64.0,58.33
18,1.5,83.0,High School,75.0,73.0,54.0,76.0,67.33
14,2.4,72.0,,87.0,54.0,65.0,77.0,68.67
19,,86.0,High School,58.0,98.0,85.0,74.0,80.33
15,4.4,99.0,Graduate,69.0,49.0,80.0,92.0,66.0
17,3.0,,Postgraduate,83.0,99.0,,73.0,82.67
14,5.6,69.0,High School,65.0,39.0,94.0,80.0,66.0
14,2.3,62.0,Postgraduate,46.0,37.0,82.0,58.0,55.0
19,4.7,88.0,Postgraduate,94.0,55.0,85.0,87.0,78.0
19,1.2,85.0,Postgraduate,99.0,49.0,65.0,40.0,71.0
15,,91.0,Postgraduate,56.0,37.0,87.0,78.0,60.0
14,1.9,56.0,High School,43.0,92.0,75.0,54.0,70.0
19,3.5,97.0,Postgraduate,50.0,90.0,93.0,61.0,77.67
19,,53.0,Postgraduate,51.0,98.0,91.0,71.0,80.0
16,4.5,90.0,Graduate,100.0,70.0,58.0,84.0,76.0
19,2.5,82.0,Postgraduate,42.0,99.0,40.0,68.0,60.33
15,1.6,55.0,Postgraduate,80.0,42.0,80.0,63.0,67.33
17,2.6,58.0,Graduate,55.0,82.0,,54.0,60.0
18,2.0,96.0,Graduate,75.0,,79.0,93.0,72.0
18,4.4,82.0,High School,52.0,68.0,69.0,86.0,63.0
18,3.3,58.0,Graduate,97.0,98.0,70.0,92.0,88.33
17,,79.0,Graduate,99.0,82.0,93.0,95.0,91.33
18,1.9,78.0,Postgraduate,36.0,60.0,94.0,79.0,63.33
16,5.0,62.0,Graduate,,37.0,45.0,41.0,59.33
18,4.0,51.0,Graduate,74.0,76.0,77.0,94.0,75.67
17,4.4,84.0,Postgraduate,56.0,58.0,95.0,50.0,69.67
17,,78.0,Graduate,40.0,47.0,90.0,69.0,59.0
19,2.6,58.0,High School,43.0,43.0,41.0,71.0,42.33
17,4.4,58.0,High School,68.0,82.0,53.0,68.0,67.67
16,2.7,52.0,Graduate,,36.0,75.0,47.0,62.67
19,3.5,74.0,Graduate,51.0,44.0,46.0,52.0,47.0
15,2.1,89.0,,81.0,68.0,84.0,67.0,77.67
16,1.4,77.0,Postgraduate,35.0,47.0,94.0,95.0,58.67
18,3.2,68.0,,86.0,87.0,36.0,86.0,69.67
16,4.2,54.0,Postgraduate,82.0,37.0,58.0,69.0,59.0
18,2.3,87.0,Postgraduate,,73.0,100.0,77.0,78.33
18,4.2,75.0,Postgraduate,90.0,62.0,,83.0,70.67
15,4.9,61.0,Graduate,75.0,78.0,75.0,,76.0
14,4.1,54.0,Postgraduate,78.0,95.0,63.0,69.0,78.67
14,5.4,77.0,High School,45.0,72.0,,60.0,59.0
14,1.2,53.0,Graduate,95.0,50.0,45.0,45.0,63.33
18,3.6,97.0,Postgraduate,44.0,61.0,72.0,54.0,59.0
14,1.7,80.0,High School,85.0,94.0,85.0,66.0,88.0
16,,66.0,Graduate,89.0,70.0,60.0,46.0,73.0
16,2.7,62.0,,48.0,49.0,77.0,69.0,58.0
18,1.7,80.0,High School,69.0,38.0,84.0,73.0,63.67
17,1.4,93.0,Graduate,65.0,86.0,54.0,47.0,68.33
18,1.9,93.0,Graduate,87.0,77.0,59.0,74.0,74.33
15,3.7,73.0,High School,69.0,67.0,97.0,47.0,77.67
17,,63.0,Graduate,66.0,64.0,94.0,92.0,74.67
18,1.1,68.0,High School,69.0,64.0,65.0,68.0,66.0
17,2.9,65.0,,73.0,98.0,53.0,74.0,74.67
15,4.3,83.0,Graduate,86.0,49.0,54.0,94.0,63.0
18,0.8,51.0,Graduate,83.0,40.0,97.0,43.0,73.33
16,1.4,69.0,Graduate,56.0,53.0,72.0,57.0,60.33
19,2.9,56.0,Postgraduate,80.0,80.0,94.0,46.0,84.67
15,5.1,97.0,Graduate,87.0,56.0,55.0,40.0,66.0
17,2.5,94.0,Postgraduate,88.0,96.0,77.0,,87.0
18,1.2,64.0,Graduate,52.0,64.0,38.0,86.0,51.33
15,5.8,80.0,High School,98.0,,75.0,41.0,89.0
16,2.0,58.0,Postgraduate,99.0,74.0,63.0,46.0,78.67
18,2.7,59.0,High School,52.0,85.0,99.0,83.0,78.67
16,3.0,92.0,High School,59.0,79.0,63.0,77.0,67.0
15,3.1,97.0,Postgraduate,94.0,91.0,42.0,66.0,75.67
14,4.7,87.0,Graduate,73.0,55.0,,46.0,68.33
16,,99.0,Postgraduate,66.0,49.0,87.0,72.0,67.33
15,5.1,57.0,Graduate,98.0,72.0,41.0,82.0,70.33
19,4.6,77.0,Postgraduate,58.0,35.0,47.0,78.0,46.67
16,4.8,78.0,Postgraduate,,48.0,47.0,69.0,53.0
19,,63.0,Postgraduate,43.0,96.0,43.0,86.0,60.67
16,1.8,70.0,Postgraduate,52.0,47.0,,56.0,47.0
15,5.7,52.0,Postgraduate,62.0,94.0,45.0,58.0,67.0
18,1.8,97.0,Postgraduate,44.0,68.0,57.0,70.0,56.33
17,4.4,69.0,,51.0,49.0,61.0,79.0,53.67
19,5.0,76.0,Postgraduate,85.0,58.0,,53.0,63.67
18,5.2,85.0,Postgraduate,38.0,71.0,55.0,89.0,54.67
15,5.4,83.0,High School,72.0,99.0,64.0,70.0,78.33
14,3.6,85.0,,59.0,77.0,,48.0,77.67
16,5.9,73.0,Postgraduate,67.0,59.0,,71.0,72.67
14,0.9,50.0,Graduate,70.0,76.0,79.0,61.0,75.0
19,4.1,91.0,Postgraduate,96.0,87.0,99.0,94.0,94.0
17,2.0,67.0,Graduate,77.0,71.0,70.0,82.0,72.67
19,0.9,52.0,Graduate,90.0,41.0,47.0,80.0,59.33
17,4.9,99.0,High School,92.0,75.0,82.0,81.0,83.0
15,5.3,72.0,High School,49.0,36.0,86.0,84.0,57.0
19,5.0,84.0,,62.0,44.0,85.0,58.0,63.67
18,1.8,,Graduate,88.0,42.0,71.0,91.0,67.0
14,5.6,,Postgraduate,76.0,90.0,43.0,,69.67
19,0.9,100.0,Postgraduate,77.0,40.0,59.0,48.0,58.67
15,2.8,74.0,Postgraduate,38.0,51.0,93.0,72.0,60.67
19,1.9,61.0,Graduate,66.0,70.0,40.0,45.0,58.67
14,1.5,58.0,High School,,53.0,36.0,87.0,51.0
17,5.1,93.0,,82.0,,84.0,84.0,70.0
18,0.7,,High School,89.0,49.0,65.0,59.0,67.67
15,4.1,67.0,High School,,,64.0,51.0,74.0
17,1.6,83.0,Graduate,75.0,81.0,,,75.67
17,4.8,92.0,Postgraduate,53.0,88.0,83.0,69.0,74.67
17,4.7,94.0,High School,37.0,96.0,84.0,,72.33
14,2.5,58.0,Postgraduate,,39.0,54.0,,50.67
19,4.4,98.0,High School,67.0,71.0,,,75.0
15,4.9,88.0,Postgraduate,63.0,63.0,45.0,87.0,57.0
14,3.5,,Graduate,59.0,44.0,38.0,56.0,47.0
15,2.8,77.0,High School,63.0,48.0,40.0,57.0,50.33
14,4.1,69.0,Graduate,69.0,97.0,95.0,62.0,87.0
18,1.1,93.0,Postgraduate,46.0,53.0,77.0,70.0,58.67
18,1.7,,,55.0,49.0,61.0,57.0,55.0
15,1.3,72.0,Postgraduate,86.0,38.0,47.0,78.0,57.0
17,3.0,68.0,High School,35.0,40.0,93.0,62.0,56.0
14,3.5,97.0,Graduate,98.0,53.0,42.0,75.0,64.33
17,2.2,75.0,,84.0,54.0,62.0,64.0,66.67
16,,93.0,Graduate,48.0,89.0,,,61.0
19,2.7,94.0,High School,62.0,91.0,69.0,82.0,74.0
16,5.0,90.0,High School,42.0,84.0,62.0,89.0,62.67
14,1.6,91.0,Postgraduate,47.0,95.0,48.0,63.0,63.33
14,1.9,85.0,Postgraduate,60.0,75.0,71.0,62.0,68.67
15,0.6,70.0,High School,60.0,72.0,66.0,45.0,66.0
19,4.6,62.0,Graduate,66.0,99.0,47.0,,70.67
17,4.3,68.0,High School,92.0,38.0,76.0,83.0,68.67
17,5.3,70.0,High School,59.0,68.0,60.0,48.0,62.33
15,4.7,,Graduate,83.0,87.0,42.0,84.0,70.67
14,2.9,92.0,Postgraduate,84.0,84.0,,52.0,79.0
14,3.5,80.0,Graduate,81.0,57.0,78.0,92.0,72.0
19,4.8,87.0,Postgraduate,,80.0,,95.0,73.67
14,,70.0,,,,51.0,81.0,57.67
17,2.4,84.0,,46.0,39.0,75.0,73.0,53.33
18,0.7,90.0,High School,47.0,,75.0,79.0,61.0
17,0.8,,Postgraduate,52.0,80.0,66.0,80.0,66.0
15,2.3,60.0,Postgraduate,95.0,47.0,95.0,51.0,79.0
18,3.8,,High School,76.0,82.0,47.0,87.0,68.33
16,3.8,93.0,Postgraduate,,49.0,40.0,60.0,44.0
16,,92.0,High School,72.0,36.0,96.0,81.0,68.0
14,1.5,61.0,Graduate,47.0,,68.0,61.0,57.67
17,4.0,99.0,Graduate,63.0,73.0,62.0,44.0,66.0
18,4.6,75.0,Graduate,84.0,68.0,78.0,82.0,76.67
17,1.2,91.0,Graduate,,63.0,41.0,64.0,66.67
19,1.9,77.0,High School,52.0,42.0,51.0,77.0,48.33
19,2.0,54.0,High School,69.0,48.0,86.0,54.0,67.67
18,1.8,93.0,High School,68.0,71.0,40.0,86.0,59.67
17,5.9,52.0,High School,42.0,55.0,63.0,60.0,53.33
19,5.9,59.0,High School,91.0,66.0,55.0,88.0,70.67
14,2.6,52.0,Graduate,66.0,69.0,,48.0,57.67
17,0.8,57.0,,47.0,95.0,95.0,70.0,79.0
19,1.2,78.0,,41.0,72.0,89.0,45.0,67.33
14,2.1,56.0,Graduate,65.0,62.0,60.0,67.0,62.33
14,4.9,86.0,High School,,41.0,77.0,93.0,51.0
14,5.7,90.0,Graduate,75.0,36.0,86.0,67.0,65.67
18,1.5,82.0,High School,79.0,66.0,56.0,95.0,67.0
14,3.2,71.0,Postgraduate,81.0,95.0,98.0,73.0,91.33
14,,86.0,Graduate,86.0,50.0,82.0,44.0,72.67
15,5.4,52.0,High School,55.0,53.0,91.0,94.0,66.33
18,,,Graduate,80.0,70.0,50.0,47.0,66.67
15,2.5,83.0,Postgraduate,68.0,56.0,76.0,45.0,66.67
18,1.6,92.0,Postgraduate,42.0,91.0,85.0,63.0,72.67
15,3.5,90.0,Graduate,81.0,52.0,67.0,,66.67
16,5.0,76.0,Graduate,95.0,100.0,,40.0,79.0
16,5.0,59.0,Postgraduate,38.0,69.0,100.0,56.0,69.0
18,0.9,67.0,Graduate,98.0,71.0,40.0,81.0,69.67
19,4.6,69.0,Postgraduate,92.0,81.0,36.0,67.0,69.67
17,1.3,57.0,Postgraduate,,96.0,100.0,42.0,97.0
17,2.1,83.0,Postgraduate,78.0,,48.0,,74.0
16,5.8,97.0,,49.0,99.0,99.0,73.0,82.33
16,3.1,92.0,Graduate,59.0,45.0,49.0,82.0,51.0
15,1.4,78.0,High School,,91.0,41.0,,71.0
16,5.2,94.0,High School,86.0,93.0,53.0,85.0,77.33
16,5.0,,High School,78.0,50.0,71.0,43.0,66.33
19,,65.0,Postgraduate,76.0,83.0,67.0,43.0,75.33
18,0.6,73.0,Postgraduate,,49.0,69.0,60.0,72.67
14,2.1,57.0,Postgraduate,,69.0,100.0,80.0,73.0
17,3.9,74.0,High School,98.0,37.0,39.0,82.0,58.0
17,4.2,81.0,Postgraduate,68.0,73.0,,41.0,64.33
15,3.8,88.0,High School,,42.0,71.0,93.0,58.67
18,2.4,100.0,Graduate,56.0,59.0,,82.0,61.67
16,0.6,53.0,High School,69.0,38.0,52.0,53.0,53.0
15,4.7,78.0,Graduate,98.0,37.0,79.0,81.0,71.33
19,5.5,55.0,High School,79.0,75.0,69.0,72.0,74.33
14,5.2,63.0,Postgraduate,80.0,,62.0,42.0,72.0
14,2.2,56.0,High School,57.0,73.0,68.0,62.0,66.0
